chrom	pos_min	pos_mid	pos_max	pos_range	sample	cross
Pf3D7_12_v3	710280	710996	711713	1433	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_12_v3	742392	742529	742667	275	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_12_v3	742188	742757	743327	1139	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	896089	896755	897422	1333	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	897784	897899	898014	230	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_12_v3	903018	903572	904127	1109	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_12_v3	934883	936886	938889	4006	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_12_v3	934883	937186	939490	4607	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_12_v3	983606	984086	984567	961	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	940918	1022483	1104048	163130	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_12_v3	940918	1022483	1104048	163130	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_12_v3	1057747	1059119	1060491	2744	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_12_v3	1067739	1068837	1069936	2197	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_12_v3	1067739	1072456	1077173	9434	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	1075374	1076195	1077016	1642	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_12_v3	1124928	1125235	1125542	614	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_12_v3	1126469	1126897	1127326	857	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_12_v3	1144984	1145808	1146633	1649	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	1147103	1148392	1149682	2579	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_12_v3	1155237	1155686	1156135	898	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_12_v3	1158155	1158390	1158625	470	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_12_v3	1166166	1168310	1170454	4288	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_12_v3	1194571	1195096	1195621	1050	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_12_v3	1205564	1206403	1207242	1678	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_12_v3	1221885	1222607	1223329	1444	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_12_v3	1223329	1223879	1224429	1100	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_12_v3	1231030	1231050	1231071	41	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_12_v3	1232685	1233044	1233403	718	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_12_v3	1243628	1243778	1243928	300	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_12_v3	1246505	1247448	1248391	1886	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_12_v3	1340987	1341449	1341911	924	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_12_v3	1355042	1357000	1358959	3917	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_12_v3	1360110	1360284	1360458	348	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_12_v3	1363031	1365700	1368369	5338	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_12_v3	1392274	1393210	1394146	1872	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_12_v3	1395047	1395685	1396323	1276	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_12_v3	1395047	1395685	1396323	1276	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_12_v3	1395047	1395685	1396323	1276	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_12_v3	1411808	1412357	1412907	1099	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_12_v3	1421931	1423517	1425104	3173	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_12_v3	1453708	1455563	1457418	3710	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_12_v3	1499896	1500810	1501724	1828	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_12_v3	1540520	1541710	1542901	2381	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_12_v3	1547462	1547692	1547923	461	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_12_v3	1548647	1549162	1549677	1030	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_12_v3	1562363	1563160	1563958	1595	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_12_v3	1572547	1573701	1574855	2308	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_12_v3	1598345	1599357	1600369	2024	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_12_v3	1614247	1614729	1615211	964	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_12_v3	1630833	1631327	1631821	988	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_12_v3	1664732	1665177	1665622	890	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_12_v3	1663492	1665474	1667457	3965	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_12_v3	1787532	1788228	1788924	1392	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_12_v3	1822217	1822703	1823189	972	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_12_v3	1836533	1836704	1836875	342	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_12_v3	1850481	1851600	1852719	2238	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_12_v3	1882375	1883547	1884720	2345	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_12_v3	1896708	1897176	1897645	937	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_12_v3	1902979	1903853	1904728	1749	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_12_v3	1910090	1910322	1910555	465	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_12_v3	1939413	1939982	1940552	1139	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_12_v3	1955034	1955734	1956434	1400	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_12_v3	1959043	1959707	1960372	1329	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_12_v3	1962499	1963724	1964949	2450	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_12_v3	1985960	1986354	1986748	788	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_12_v3	2002645	2003379	2004113	1468	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_12_v3	2011453	2012983	2014513	3060	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_12_v3	2019129	2020683	2022238	3109	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_12_v3	2038072	2038670	2039268	1196	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_12_v3	2088127	2088356	2088586	459	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_13_v3	142490	144617	146745	4255	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_13_v3	161858	162237	162617	759	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_13_v3	161915	163038	164161	2246	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_13_v3	164688	165209	165731	1043	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_13_v3	181582	182114	182646	1064	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_13_v3	188061	188536	189012	951	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_13_v3	225415	226144	226874	1459	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_13_v3	229375	230367	231360	1985	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_13_v3	344397	345208	346020	1623	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_13_v3	348869	349383	349897	1028	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_13_v3	351779	352470	353161	1382	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_13_v3	351779	352470	353161	1382	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_13_v3	388986	389369	389752	766	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_13_v3	391052	391645	392238	1186	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_13_v3	399851	400417	400984	1133	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_13_v3	410957	411674	412392	1435	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_13_v3	418606	419253	419901	1295	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_13_v3	418606	419253	419901	1295	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_13_v3	457298	457868	458438	1140	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_13_v3	479096	479994	480893	1797	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_13_v3	479096	479994	480893	1797	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_13_v3	481280	482194	483108	1828	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_13_v3	501252	503420	505589	4337	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_13_v3	509862	510445	511028	1166	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_13_v3	565609	566960	568311	2702	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_13_v3	585786	588546	591306	5520	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_13_v3	629639	630422	631205	1566	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_13_v3	657932	658441	658951	1019	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_13_v3	660513	661061	661610	1097	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_13_v3	669822	670019	670217	395	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_13_v3	670783	671115	671447	664	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_13_v3	707624	708070	708516	892	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_13_v3	711955	713620	715286	3331	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_13_v3	727912	728704	729496	1584	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_13_v3	729496	730529	731563	2067	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_13_v3	754525	755265	756006	1481	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_13_v3	756010	757398	758787	2777	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_13_v3	762355	763540	764726	2371	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_13_v3	786184	786836	787488	1304	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_13_v3	863397	863832	864268	871	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_13_v3	896273	897150	898028	1755	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_13_v3	917047	917558	918069	1022	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_13_v3	924663	925151	925639	976	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_13_v3	932794	933722	934650	1856	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_13_v3	935043	935382	935721	678	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_13_v3	948768	949071	949375	607	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_13_v3	967533	967645	967757	224	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_13_v3	997643	998538	999433	1790	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_13_v3	1004588	1005375	1006162	1574	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_13_v3	1028642	1029102	1029563	921	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_13_v3	1030496	1032523	1034550	4054	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_13_v3	1031550	1032623	1033696	2146	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	1034783	1038457	1042132	7349	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_13_v3	1052533	1052984	1053435	902	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_13_v3	1057893	1060091	1062290	4397	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_13_v3	1066804	1067321	1067838	1034	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_13_v3	1072900	1073652	1074404	1504	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	1074575	1075201	1075827	1252	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_13_v3	1083534	1084486	1085439	1905	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_13_v3	1089785	1089971	1090157	372	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_13_v3	1098493	1100051	1101609	3116	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_13_v3	1114164	1114929	1115695	1531	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_13_v3	1139551	1139694	1139837	286	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_13_v3	1198750	1200650	1202550	3800	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_13_v3	1221886	1222745	1223604	1718	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_13_v3	1222177	1223835	1225494	3317	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_13_v3	1230462	1232230	1233999	3537	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_13_v3	1259337	1259999	1260661	1324	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_13_v3	1264475	1265181	1265888	1413	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_13_v3	1264475	1265181	1265888	1413	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_13_v3	1265011	1265291	1265571	560	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_13_v3	1300312	1300970	1301628	1316	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_13_v3	1308141	1308560	1308979	838	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_13_v3	1328204	1328521	1328838	634	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_13_v3	1331614	1332746	1333878	2264	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_13_v3	1336984	1338352	1339720	2736	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_13_v3	1344458	1345378	1346298	1840	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_13_v3	1361465	1362547	1363629	2164	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_13_v3	1363629	1364731	1365834	2205	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_13_v3	1367278	1367493	1367708	430	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_13_v3	1373307	1373960	1374614	1307	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_13_v3	1374614	1375413	1376212	1598	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	1378024	1378909	1379794	1770	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_13_v3	1404127	1404599	1405071	944	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_13_v3	1418246	1418742	1419239	993	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	1453979	1455177	1456375	2396	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_13_v3	1456992	1458398	1459805	2813	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_13_v3	1471194	1471972	1472751	1557	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_13_v3	1472362	1472829	1473296	934	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_13_v3	1541167	1541471	1541776	609	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_13_v3	1567980	1569590	1571200	3220	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_13_v3	1587683	1587871	1588059	376	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_13_v3	1591447	1592541	1593635	2188	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_13_v3	1593505	1593690	1593876	371	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_13_v3	1595988	1596350	1596712	724	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_13_v3	1604068	1605134	1606201	2133	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_13_v3	1674324	1676067	1677811	3487	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_13_v3	1686289	1686993	1687697	1408	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_13_v3	1716321	1717879	1719438	3117	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_13_v3	1766871	1767684	1768497	1626	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_13_v3	1775170	1776025	1776880	1710	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_13_v3	1861909	1862233	1862558	649	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_13_v3	1875756	1876104	1876452	696	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_13_v3	1948114	1948647	1949181	1067	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_13_v3	1977257	1979053	1980850	3593	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_13_v3	1977257	1979053	1980850	3593	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_13_v3	1992055	1993305	1994555	2500	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_13_v3	1999423	2000820	2002218	2795	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_13_v3	2012769	2013173	2013578	809	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_13_v3	2023184	2024861	2026539	3355	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_13_v3	2025261	2025982	2026704	1443	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_13_v3	2028840	2029160	2029481	641	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_13_v3	2070868	2071666	2072465	1597	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_13_v3	2070868	2071970	2073073	2205	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_13_v3	2113457	2113987	2114518	1061	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_13_v3	2131836	2132302	2132768	932	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_13_v3	2209064	2209646	2210229	1165	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_13_v3	2208878	2210343	2211809	2931	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_13_v3	2227107	2228039	2228972	1865	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_13_v3	2375679	2375843	2376007	328	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_13_v3	2381075	2381909	2382743	1668	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_13_v3	2381684	2382287	2382891	1207	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	2407821	2408001	2408182	361	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_13_v3	2461634	2462143	2462653	1019	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_13_v3	2494329	2495493	2496657	2328	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_13_v3	2496784	2497241	2497699	915	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_13_v3	2497699	2498157	2498615	916	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_13_v3	2504754	2505124	2505495	741	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_13_v3	2532204	2533428	2534652	2448	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_13_v3	2579026	2580352	2581679	2653	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_13_v3	2579026	2580352	2581679	2653	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_13_v3	2586210	2587462	2588714	2504	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_13_v3	2597831	2598222	2598614	783	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_13_v3	2610457	2610654	2610852	395	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_13_v3	2664502	2666188	2667874	3372	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_13_v3	2681947	2682454	2682961	1014	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_13_v3	2694941	2695665	2696389	1448	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_13_v3	2708710	2709227	2709745	1035	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_13_v3	2712261	2712817	2713373	1112	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_13_v3	2715549	2715804	2716060	511	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_13_v3	2719845	2720678	2721512	1667	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_13_v3	2742712	2743278	2743845	1133	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_13_v3	2748815	2749107	2749399	584	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_13_v3	2755454	2755681	2755909	455	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_13_v3	2774770	2775036	2775302	532	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_13_v3	2775996	2776646	2777296	1300	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_14_v3	74305	76112	77919	3614	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_14_v3	91173	91673	92174	1001	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_14_v3	93316	94035	94755	1439	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_14_v3	114349	114746	115144	795	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_14_v3	121728	122559	123390	1662	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_14_v3	127714	128041	128368	654	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_14_v3	128368	128702	129037	669	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_14_v3	129891	130076	130262	371	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_14_v3	128933	130300	131667	2734	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_14_v3	141965	142241	142518	553	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_14_v3	190847	191212	191578	731	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_14_v3	206912	207995	209079	2167	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_14_v3	231253	231972	232692	1439	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_14_v3	281808	282975	284143	2335	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_14_v3	303046	303335	303624	578	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_14_v3	303639	304083	304527	888	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_14_v3	303553	304726	305899	2346	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_14_v3	303553	304726	305899	2346	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_14_v3	312025	312516	313007	982	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_14_v3	334589	335404	336220	1631	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_14_v3	364885	365923	366961	2076	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_14_v3	375235	375917	376599	1364	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_14_v3	387072	387137	387203	131	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_14_v3	427047	428526	430005	2958	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_14_v3	478047	478499	478951	904	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_14_v3	494376	494694	495013	637	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_14_v3	512866	513643	514421	1555	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_14_v3	514589	515598	516607	2018	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_14_v3	528659	529106	529553	894	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_14_v3	546829	548114	549399	2570	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_14_v3	548661	549056	549451	790	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_14_v3	564727	564823	564920	193	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_14_v3	564920	565260	565601	681	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_14_v3	609858	610350	610842	984	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_14_v3	620657	621093	621530	873	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_14_v3	628963	631846	634730	5767	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_14_v3	693209	694433	695657	2448	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_14_v3	741385	741666	741947	562	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_14_v3	744893	745012	745132	239	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_14_v3	759497	760171	760845	1348	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_14_v3	790171	790890	791609	1438	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_14_v3	838282	839000	839719	1437	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	872840	873396	873953	1113	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_14_v3	899141	900118	901095	1954	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_14_v3	914611	916303	917996	3385	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_14_v3	924888	926507	928127	3239	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	934081	934278	934476	395	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_14_v3	937001	938097	939193	2192	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	942659	944980	947301	4642	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_14_v3	967445	967475	967505	60	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_14_v3	972188	973316	974445	2257	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	973715	974080	974445	730	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_14_v3	988960	989373	989786	826	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_14_v3	989172	989786	990401	1229	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	1009265	1009562	1009860	595	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_14_v3	1019306	1019519	1019733	427	XP52/PG0060-C/ERR019058	3d7_hb3
